Cities,Lat,Lon
"Cranston, RI",41.779588,-71.4366813
"Westerville, OH",40.126139,-82.9295287
"Miami Beach, FL",25.7929198,-80.1353006
"Maryville, TN",35.7564719,-83.9704593
"Houma, LA",29.5957696,-90.7195348
"Upland, CA",34.09751,-117.6483876
"Wesley Chapel, FL",28.1866014,-82.36612097
"Kingsport, TN",36.550238,-82.5594293
"Carson, CA",33.8322043,-118.2517547
"Schaumburg, IL",42.0333608,-88.083406
"Lexington, NC",35.8240265,-80.2533838
"Lakewood, CA",33.8503463,-118.117191
"Salisbury, NC",35.6709727,-80.4742261
"Sumter, SC",33.8998826,-80.3237032
"Johns Creek, GA",34.0181557,-84.190196
"Noblesville, IN",40.0455918,-86.0085955
"Turlock, CA",37.4946568,-120.8465941
"Mechanicsburg, PA",40.2101972,-77.0047276
"Pharr, TX",26.1947962,-98.1836216
"Tustin, CA",33.7458511,-117.826166
"Parma, OH",41.3822398,-81.7355692
"Milpitas, CA",37.4332273,-121.8989248
"Yuba City, CA",39.1404477,-121.6169108
"Lodi, CA",38.097198,-121.3878496
"Orange Park, FL",30.1654707,-81.7016346
"Bethesda, MD",38.98127255,-77.12335871
"State College, PA",40.7944504,-77.8616386
"Yukon, OK",35.5067259,-97.7625386
"Plymouth, MN",45.0065149,-93.46651
"Marysville, WA",48.0517429,-122.1768209
"Lake Forest, CA",33.6469261,-117.6859213
"Brandon, MS",32.2731475,-89.9868058
"Porterville, CA",36.06523,-119.0167679
"Lake Elsinore, CA",33.6680772,-117.3272615
"Plant City, FL",28.01806015,-82.11848199
"Hoover, AL",33.35029299999999,-86.851123
"The Villages, FL",28.8759024,-81.98457903
"Chesterfield, VA",37.3859982,-77.578509
"Dalton, GA",34.7691867,-84.9702475
"Rome, GA",34.257038,-85.1646726
"Somerville, MA",42.3875968,-71.0994968
"Shelby Township, MI",43.5974492,-86.33795092
"Folsom, CA",38.6779591,-121.176058
"Bellflower, CA",33.8825705,-118.1167679
"Venice, FL",27.0998315,-82.4442832
"Layton, UT",41.0751048,-111.9741925
"San Marcos, TX",29.8826436,-97.9405828
"Rogers, AR",36.3330154,-94.1166283
"Castle Rock, CO",39.3722552,-104.858682
"Olympia, WA",47.0451022,-122.8950075
"Conway, SC",33.8360035,-79.0478143
"Winter Park, FL",28.5977707,-81.3510264
"Tulare, CA",36.2516475,-118.852583
"Redlands, CA",34.0550328,-117.1827445
"Bozeman, MT",45.6794293,-111.044047
"Winchester, VA",39.1852184,-78.1652404
"Suwanee, GA",34.0514898,-84.0712997
"Dothan, AL",31.2237285,-85.3934375
"Glen Allen, VA",37.664879,-77.48712357
"Springfield, OR",44.0462362,-123.0220289
"Spring Valley, CA",32.7295705,-116.9668895
"Jupiter, FL",26.9342246,-80.0942087
"Madison, AL",34.7736807,-86.5675095
"Leander, TX",30.5736134,-97.8567339
"La Mesa, CA",32.7678288,-117.0230839
"Racine, WI",42.7260523,-87.7825242
"Hagerstown, MD",39.6430455,-77.7191081
"Rochester Hills, MI",42.6583661,-83.1499322
"Southfield, MI",42.4733689,-83.2218731
"White Plains, NY",41.0339862,-73.7629097
"Binghamton, NY",42.098698,-75.9125187
"Saint Joseph, MO",39.7686055,-94.8466322
"Pleasanton, CA",37.6624312,-121.8746789
"Bremerton, WA",47.5653663,-122.6246836
"Buford, GA",34.1206564,-84.0043513
"Milton, FL",30.6324149,-87.0396881
"New Rochelle, NY",40.9115386,-73.7826363
"Brentwood, CA",37.9317766,-121.696026
"Pawtucket, RI",41.8789531,-71.3821203
"Hot Springs, AR",34.5038393,-93.0552437
"Land O Lakes, FL",28.2188992,-82.4575938
"Flower Mound, TX",33.0283854,-97.0867203
"Chino Hills, CA",33.9926803,-117.760056
"New Britain, CT",41.7036633,-72.8317658
"Cherry Hill, NJ",39.9348351,-75.0307264
"Ewa Beach, HI",21.315603,-158.008804
"Caldwell, ID",43.6678736,-116.689415
"Gary, IN",41.6020962,-87.3370646
"Palm Beach Gardens, FL",26.8233946,-80.1386547
"Queen Creek, AZ",33.2483858,-111.634158
"Petaluma, CA",38.270022,-122.6061224
"Great Falls, MT",47.5048851,-111.29189
"Woodbury, MN",44.919896,-92.9339449
"Warwick, RI",41.6992717,-71.4586114
"South Jordan, UT",40.5584882,-111.9367107
"Davis, CA",38.5435526,-121.739005
"North Port, FL",27.044224,-82.2359254
"Norcross, GA",33.9412127,-84.2135309
"Lauderhill, FL",26.157597600000003,-80.22537761
"Aiken, SC",33.5616173,-81.7224579
"Huntington, WV",38.4192496,-82.445154
"Columbus, IN",39.2014405,-85.9213796
"Broomfield, CO",39.9403995,-105.05208
"Waipahu, HI",21.3866667,-158.009166
"Palm Harbor, FL",28.0780718,-82.7637127
"Mount Vernon, NY",40.9125085,-73.8386504
"Brick, NJ",40.0707244,-74.1280562
"Kokomo, IN",40.4864444,-86.1336351
"Baldwin Park, CA",34.0854739,-117.9611761
"Sanford, NC",35.4798757,-79.1802994
"Traverse City, MI",44.7606481,-85.6165976
"Utica, NY",43.1009031,-75.2326641
"Lakeville, MN",44.650051,-93.2432791
"Clayton, NC",35.650711,-78.4563914
"Daytona Beach, FL",29.2108147,-81.0228331
"Wilkes-Barre, PA",41.2464824,-75.8817316
"Deland, FL",29.0281051,-81.3034183
"Grants Pass, OR",42.4393707,-123.3272489
"Lebanon, PA",40.375713,-76.4626118
"Troy, NY",42.7284117,-73.6917878
"San Rafael, CA",37.9747795,-122.5316686
"Camden, NJ",39.9448402,-75.1198911
"Bossier City, LA",32.515887,-93.7336536
"North Little Rock, AR",34.769536,-92.2670941
"Casper, WY",42.8501191,-106.325138
"Framingham, MA",42.2773177,-71.4165905
"Bolingbrook, IL",41.7003302,-88.0717708
"Lilburn, GA",33.8901036,-84.1429719
"West Lafayette, IN",40.4258686,-86.9080655
"Council Bluffs, IA",41.258841,-95.8519484
"Harrisonburg, VA",38.4493315,-78.8688833
"Hendersonville, TN",36.3049177,-86.621443
"Corvallis, OR",44.5645659,-123.2620435
"Statesville, NC",35.7826363,-80.8872959
"Yorba Linda, CA",33.8901096,-117.8249705
"Huntersville, NC",35.4108278,-80.8429304
"Auburn, AL",32.6098566,-85.4807825
"Maple Grove, MN",45.0984983,-93.4419222
"Waterloo, IA",42.498275,-92.3328743
"Hickory, NC",35.7333312,-81.3442915
"Winter Garden, FL",28.5656649,-81.5856742
"Lutz, FL",28.1300994,-82.45918424
"Hanford, CA",36.3274502,-119.6456844
"Lehi, UT",40.3881114,-111.8486019
"Saint Cloud, MN",45.5616075,-94.1642004
"Palatine, IL",42.1105779,-88.0336888
"Passaic, NJ",41.0461864,-74.3177933
"Dubuque, IA",42.5006243,-90.6647985
"Huntington Park, CA",33.9805731,-118.2252073
"Stockbridge, GA",33.5442781,-84.2338093
"Davenport, FL",28.1614046,-81.6017417
"North Richland Hills, TX",32.8342952,-97.2289029
"Powder Springs, GA",33.8595492,-84.683824
"Tamarac, FL",26.2048464,-80.2708048
"Snohomish, WA",48.0074736,-121.7304882
"Hammond, IN",41.6173959,-87.5220108
"Ypsilanti, MI",42.2410562,-83.613055
"Centreville, VA",38.84487,-77.43540261
"Waterford, MI",41.358659,-72.1519367
"Ames, IA",42.0267567,-93.6170448
"Lakewood, WA",47.1717649,-122.518458
"Blaine, MN",45.1607987,-93.2349489
"Mansfield, TX",32.563487,-97.1420308
"Redondo Beach, CA",33.8455911,-118.3886766
"Palo Alto, CA",37.4443293,-122.1598465
"East Orange, NJ",40.767323,-74.2048677
"Ithaca, NY",42.437417499999995,-76.54837235
"Dover, DE",39.158168,-75.5243682
"Fayetteville, GA",33.4487257,-84.4549262
"Jefferson City, MO",38.577359,-92.1724265
"Atascocita, TX",29.9990074,-95.1620137
"Alameda, CA",37.6090291,-121.899142
"Norristown, PA",40.1148787,-75.3433705
"Eagan, MN",44.818173,-93.1659179
"Cookeville, TN",36.1623886,-85.4997057
"Portland, ME",43.6573605,-70.2586618
"Union City, CA",37.5872576,-122.0215737
"Woodland, CA",38.6786109,-121.7733285
"Cocoa, FL",28.3556635,-80.7325345
"Bel Air, MD",39.5355063,-76.3490396
"Littleton, CO",39.613321,-105.016649
"Waukesha, WI",43.0622536,-88.3123889
"Easley, SC",34.8269276,-82.5817053
"Salisbury, MD",38.366027,-75.6009964
"Huntsville, TX",30.7235263,-95.5507771
"Weatherford, TX",32.7589648,-97.7970748
"Union City, NJ",40.7795455,-74.0237512
"Maricopa, AZ",33.34883,-112.49123
"Valrico, FL",27.9484265,-82.23621545
"Bellevue, NE",41.1365122,-95.8937398
"Casa Grande, AZ",32.8772834,-111.7536818
"Haverhill, MA",42.7777829,-71.0767724
"Massillon, OH",40.7965119,-81.5231597
"Lebanon, TN",36.2079779,-86.2910945
"Shawnee, KS",39.0273676,-95.7627535
"Doral, FL",25.8184725,-80.35396791
"Arcadia, CA",34.1362075,-118.0401497
"Kenner, LA",29.9942265,-90.2417806
"Lynwood, CA",33.924831,-118.2024154
"Vienna, VA",38.9013729,-77.2651762
"Tigard, OR",45.4307473,-122.771933
"Oshkosh, WI",44.0206919,-88.5408574
"Grove City, OH",39.8814519,-83.0929645
"Weston, FL",26.1003392,-80.399513
"Manhattan, KS",39.1836082,-96.5716694
"West Bloomfield, MI",42.9058971,-77.5391622
"Gilroy, CA",37.0065078,-121.5631723
"Middletown, NY",40.8397222,-73.8316667
"Vineland, NJ",39.4862777,-75.0254256
"Lorain, OH",41.2633554,-82.1734746
"Pocatello, ID",42.8620287,-112.450627
"Dundalk, MD",39.26243505,-76.48705853
"Bluffton, SC",32.2371465,-80.8603868
"Malden, MA",42.4268484,-71.0683741
"Pottstown, PA",40.2452976,-75.6496424
"West Des Moines, IA",41.5644476,-93.7594059
"Rocklin, CA",38.7907339,-121.2357828
"Orland Park, IL",41.630663,-87.8536288
"Brunswick, GA",31.1499528,-81.4914894
"Port Orange, FL",29.1386874,-80.9968286
"Albany, OR",44.6365071,-123.1059324
"Sammamish, WA",47.6017554,-122.0416844
"Midland, MI",31.83688,-102.0103767
"Medina, OH",41.1000764,-81.9382517
"Johnstown, PA",40.3267407,-78.9219698
"Eastvale, CA",33.9747067,-117.566541
"Carson City, NV",39.1698022,-119.7575628
"Prescott, AZ",34.539984,-112.468812
"Reston, VA",38.9583737,-77.3579805
"West Hartford, CT",41.7739885,-72.8050978
"Mechanicsville, VA",37.6039694,-77.3717321
"Little Elm, TX",33.1626194,-96.9375051
"Statesboro, GA",32.4490141,-81.7832912
"Richmond, KY",37.7478572,-84.2946539
"Decatur, AL",34.6060203,-86.9838165
"Waltham, MA",42.3756401,-71.2358004
"South San Francisco, CA",37.6535403,-122.4168664
"Mansfield, OH",40.75839,-82.5154471
"San Luis Obispo, CA",35.3540209,-120.375716
"Crown Point, IN",41.4169806,-87.3653136
"La Crosse, WI",43.8122836,-91.2514355
"Towson, MD",39.4018513,-76.6023803
"Burnsville, MN",44.7670567,-93.2773887
"Loganville, GA",33.8389977,-83.9007382
"Columbia, TN",35.6148165,-87.0338464
"Fountainbleau, FL",25.772774,-80.3525819
"West Chester, OH",39.3303357,-84.408275
"Valley Stream, NY",40.6631362,-73.7056955
"Biloxi, MS",30.4007626,-88.8893818
"Laguna Niguel, CA",33.5225261,-117.7075526
"Niagara Falls, NY",43.08436,-79.0614686
"Dublin, CA",37.7021521,-121.9357918
"Poinciana, FL",28.1743275,-81.49322346
"Cartersville, GA",34.1652304,-84.7997613
"Eden Prairie, MN",44.8546856,-93.470786
"Goldsboro, NC",35.3848841,-77.9927651
"Coon Rapids, MN",45.1728923,-93.3023898
"San Gabriel, CA",34.0990995,-118.1085554
"Taylor, MI",32.2793121,-99.8812612
"Port Orchard, WA",47.5315625,-122.6384056
"Martinsburg, WV",39.4562528,-77.9639604
"Hilliard, OH",40.033814,-83.1596108
"Mount Juliet, TN",36.200055,-86.5186054
"Carmichael, CA",49.9172707,-108.6546946
"Brookline, MA",42.3329021,-71.1187421
"Commerce City, CO",39.8083196,-104.9338675
"Fond du Lac, WI",43.7533414,-88.4493796
"Hendersonville, NC",35.3187279,-82.4609528
"North Bergen Township, NJ",40.286739,-74.411542
"Ankeny, IA",41.7320796,-93.605092
"Euless, TX",32.8370727,-97.0819541
"Youngstown, OH",41.1035786,-80.6520161
"Dearborn Heights, MI",42.3369816,-83.2732627
"Elyria, OH",41.3673191,-82.1073583
"Pasadena, MD",39.155815950000004,-76.55288309
"Levittown, PA",40.154762,-74.8380029
"Stuart, FL",27.197983,-80.2519175
"Skokie, IL",42.0262972,-87.7521069
"Janesville, WI",42.6829765,-89.0226793
"Montebello, CA",45.6512171,-74.942673
"Panama City, FL",30.1586518,-85.6602936
"Howell, MI",36.766989,-91.9151975
"Monroe, NY",41.3304767,-74.1866348
"Phenix City, AL",32.4709761,-85.0007653
"La Habra, CA",33.9316066,-117.9454867
"Lancaster, OH",39.7136754,-82.5993294
"Florence, AL",34.79981,-87.677251
"Medford, MA",42.4184296,-71.1061639
"Altamonte Springs, FL",28.6649055,-81.37626861
"Carlisle, PA",40.201499,-77.1890783
"Pico Rivera, CA",33.9830688,-118.096735
"Downers Grove, IL",41.7936822,-88.0102281
"Lufkin, TX",31.3386242,-94.7288558
"Bentonville, AR",36.3728538,-94.2088172
"Novato, CA",38.1061979,-122.5681191
"Pontiac, MI",42.6389216,-83.2910468
"Fairbanks, AK",64.837845,-147.716675
"Wylie, TX",33.0151561,-96.5388038
"Encinitas, CA",33.0369867,-117.2919818
"San Clemente, CA",33.4270275,-117.6124179
"Wellington, FL",26.63799875,-80.25590781
"Greenwich, CT",41.0264862,-73.6284598
"Westminster, MD",39.5751717,-76.9959168
"Hamden, CT",41.3679456,-72.92313173
"Altoona, PA",40.518681,-78.394736
"Piscataway, NJ",40.5462553,-74.4660408
"Grand Forks, ND",47.9252042,-97.0306741
"Chambersburg, PA",39.9375112,-77.6612586
"Gardena, CA",33.8815702,-118.2918113
"Azusa, CA",34.1338751,-117.9056046
"Novi, MI",42.48059,-83.4754913
"Monterey Park, CA",34.051522,-118.129807
"Dublin, OH",40.0996009,-83.1135563
"Mishawaka, IN",41.6611642,-86.1807031
"Bristol, CT",41.492664,2.1425266
"Chantilly, VA",38.8941543,-77.4311513
"Joplin, MO",37.0841838,-94.5133385
"Taylorsville, UT",40.6676347,-111.9388027
"Saint Peters, MO",38.791612,-90.5958468
"Irvington, NJ",40.7323235,-74.2348684
"Fairfield, CT",41.1412078,-73.2637258
"West Allis, WI",43.0166806,-88.0070315
"Petersburg, VA",37.227928,-77.4019268
"New Castle, DE",39.6159851,-75.662956
"Carrollton, GA",33.5801103,-85.0766113
"Griffin, GA",33.2467807,-84.2640904
"Richland, WA",46.2804298,-119.275205
"North Miami, FL",25.90560775,-80.17506955
"Lansdale, PA",40.2414952,-75.2837862
"Meriden, CT",41.5388115,-72.801518
"Union, NJ",40.6652251,-74.3045277
"Moore, OK",35.3383254,-97.4867045
"Hoboken, NJ",40.7433066,-74.0323752
"Rosemead, CA",34.0676169,-118.0879763
"Texarkana, TX",33.44667445,-94.07714831
"Manchester, CT",41.3806481,2.1789874
"Lompoc, CA",34.6391501,-120.4579009
"Coeur d'Alene, ID",47.6742994,-116.7811531
"Greensburg, PA",40.3014581,-79.5389289
"Riverdale, GA",33.5726113,-84.4132594
"Helena, MT",46.5927425,-112.036277
"Farmington, NM",36.7291152,-108.205445
"Covington, LA",30.4753525,-90.1010474
"Oak Lawn, IL",41.7108662,-87.7581081
"Loveland, OH",39.2689476,-84.263826
"Saint Johns, FL",29.9032284,-81.4145468
"Tinley Park, IL",41.5733669,-87.7844944
"Wheaton, IL",41.8646959,-88.1101709
"Goose Creek, SC",32.9961038,-80.0387292
"Hempstead, NY",40.6736812,-73.6190736
"New Iberia, LA",30.0035365,-91.8187285
"Gretna, LA",29.9146493,-90.0539604
"Taunton, MA",41.9019257,-71.0931485
"Edmonds, WA",47.8105738,-122.3774952
"Danville, VA",36.5879877,-79.3916713
"Annandale, VA",38.838491000000005,-77.20852376
"Bayonne, NJ",40.6687141,-74.1143091
"Twin Falls, ID",42.5558542,-114.4700684
"Lake Havasu City, AZ",34.4775296,-114.3379972
"Goshen, IN",41.5850394,-85.8344491
"Kalispell, MT",48.202158,-114.315321
"Danville, CA",37.8225892,-122.0008254
"Wilson, NC",35.7059114,-77.9175714
"Ormond Beach, FL",29.2854132,-81.0557921
"Royal Oak, MI",42.4894801,-83.1446485
"McLean, VA",38.9342888,-77.1776327
"Cupertino, CA",37.3228934,-122.0322895
"Kernersville, NC",36.1198589,-80.0736533
"Smyrna, TN",35.9824598,-86.5199492
"National City, CA",32.6781085,-117.0991967
"Stillwater, OK",36.1156306,-97.0585717
"The Hammocks, FL",25.6718443,-80.44780133
"Waxahachie, TX",32.3944908,-96.8439365
"Mount Prospect, IL",42.0664167,-87.9372908
"Lenexa, KS",38.9697458,-94.7845837
"Punta Gorda, FL",26.9351529,-82.0512058
"Blacksburg, VA",37.2296566,-80.4136767
"Newark, OH",40.0581205,-82.4012643
"Freehold, NJ",40.2601096,-74.2737573
"Apache Junction, AZ",33.4150485,-111.549577
"Margate, FL",26.2445263,-80.206436
"Castro Valley, CA",37.6945519,-122.0857432
"Titusville, FL",28.6126236,-80.8079545
"Leesburg, FL",28.810823,-81.8778582
"Princeton, NJ",40.3496953,-74.6597376
"Glenview, IL",38.5869939,-89.9373245
"Santee, CA",32.8383828,-116.9739167
"Desoto, TX",32.5897831,-96.8570183
"Bensalem, PA",40.1045549,-74.951279
"Mason, OH",39.3600586,-84.309939
"Gallatin, TN",36.3883031,-86.4475898
"Kingman, AZ",35.189443,-114.0530065
"Kettering, OH",39.6895036,-84.1688274
"Midwest City, OK",35.4495097,-97.3967025
"Colton, CA",34.0739016,-117.3136547
"Berwyn, IL",41.8505874,-87.7936685
"Burlington, NC",36.0956918,-79.4377991
"Fountain Valley, CA",33.7038145,-117.9627349
"Oregon City, OR",45.3573429,-122.606758
"Bonita Springs, FL",26.339806,-81.7786972
"Warren, OH",39.4203978,-84.180897
"Bartlett, TN",35.2045329,-89.8739753
"Weymouth, MA",42.2212188,-70.9391625
"Monroe, NC",34.9854275,-80.5495112
"Coconut Creek, FL",26.271462800000002,-80.18181397
"Olive Branch, MS",34.9617605,-89.8295315
"Roswell, NM",33.3943282,-104.5229518
"Asheboro, NC",35.7079146,-79.8136446
"Shoreline, WA",47.7564667,-122.3437497
"Hanover, PA",39.8005316,-76.9832568
"Hollister, CA",36.8524545,-121.4016021
"Wyoming, MI",43.1700264,-107.568534
"Owings Mills, MD",39.4041967,-76.7956745
"Somerset, NJ",40.5675084,-74.6189556
"Butler, PA",40.86108,-79.895197
"Muskegon, MI",43.2484584,-86.129351
"Blue Springs, MO",39.017316,-94.282265
"Revere, MA",42.4084302,-71.0119948
"Morristown, TN",36.2139814,-83.2948923
"Klamath Falls, OR",42.224867,-121.78167
"New Brunswick, NJ",40.4862174,-74.4518173
"El Centro, CA",32.792,-115.563051
"Delaware, OH",40.2317686,-82.9651045
"Grand Island, NE",40.924271,-98.338685
"Wausau, WI",44.9597858,-89.6272791
"Garner, NC",35.7112642,-78.6141709
"Middleburg, FL",30.055702500000002,-81.90363744
"West Monroe, LA",32.5184775,-92.1476353
"Zanesville, OH",39.9401426,-82.005019
"Port Arthur, TX",29.8716577,-93.9332302
"Lincoln, CA",38.8915741,-121.29318
"Palm Desert, CA",33.71880025,-116.384439
"Crossville, TN",35.949684,-85.0274835
"Anderson, IN",40.1053196,-85.6802541
"Apple Valley, MN",44.7319094,-93.21772
"Coatesville, PA",39.9831616,-75.8238355
"Alexandria, LA",31.3119463,-92.4453558
"Wayne, NJ",40.9491723,-74.2376802
"Tamiami, FL",25.7557987,-80.40093418
"Fort Walton Beach, FL",30.4057552,-86.618842
"Athens, AL",34.8045487,-86.9711698
"Beaumont, CA",53.3525496,-113.4151434
"Brookhaven, GA",33.8584368,-84.340203
"North Fort Myers, FL",26.7107375,-81.81300646
"Spanaway, WA",47.088618,-122.4176098
"Crestview, FL",30.7621326,-86.5705084
"Perth Amboy, NJ",40.5200187,-74.2745215
"Zephyrhills, FL",28.2336196,-82.1811947
"Newburgh, NY",41.5034271,-74.0104179
"Kentwood, MI",42.8694731,-85.6447492
"Longwood, FL",28.7012172,-81.3461738
"Collierville, TN",35.042036,-89.6645266
"Mankato, MN",44.1634663,-93.9993505
"Williamsville, NY",42.9637836,-78.7377258
"Nacogdoches, TX",31.5970503,-94.5927451
"Minot, ND",48.23251,-101.296273
"Rocky Mount, NC",35.9423833,-77.7956949
"Bonney Lake, WA",47.1870191,-122.1702293
"Glendora, CA",34.1361187,-117.865339
"New Bern, NC",35.1084931,-77.0441143
"Rowlett, TX",32.9029017,-96.56388
"Oak Park, IL",41.8878145,-87.7887615
"San Jacinto, CA",33.7839664,-116.9589086
"Marion, OH",40.5885271,-83.1895249
"Grand Blanc, MI",42.9275277,-83.6299518
"Mililani, HI",21.4508308,-158.0095783
"Hacienda Heights, CA",33.9930677,-117.968675
"Findlay, OH",41.0413873,-83.6503982
"Millcreek, UT",40.6992918,-111.855583
"Morganton, NC",35.7454291,-81.6870837
"Seminole, FL",28.7225829,-81.2353683
"Lagrange, GA",33.039291,-85.0313269
"West Sacramento, CA",38.5804609,-121.530234
"Webster, NY",43.212285,-77.429994
"Peabody, MA",42.5278731,-70.9286609
"Yucaipa, CA",34.033625,-117.0430865
"Dacula, GA",33.9887165,-83.8979573
"Monroe, MI",38.2722313,-90.1792484
"Sebring, FL",27.4957453,-81.4410425
"Rosenberg, TX",29.5571825,-95.8085623
"West Haven, CT",41.2709645,-72.9632651
"Pine Hills, FL",28.5825505,-81.4618323
"Catonsville, MD",39.2720504,-76.7318456
"Kapolei, HI",21.3340079,-158.077849
"Paramount, CA",33.898917,-118.171005
"Evans, GA",32.1613648,-81.8980725
"Saint Clair Shores, MI",42.4969652,-82.8890965
"Edina, MN",44.8897027,-93.3501222
"Crystal Lake, IL",42.2411344,-88.3161965
"Lombard, IL",41.8864687,-88.0201536
"Marrero, LA",29.8835055,-90.11844863
"Elizabethtown, KY",37.693952,-85.8591285
"Kailua, HI",19.641941,-155.996933
"Florence, KY",38.9989499,-84.6266111
"New Castle, PA",40.9999202,-80.3471856
"Methuen, MA",42.7262016,-71.1908924
"West New York, NJ",40.7856117,-74.0093129
"Bloomfield, NJ",40.806767,-74.1854226
"Oroville, CA",39.5137752,-121.556359
"Cuyahoga Falls, OH",41.1362729,-81.4828123
"Placentia, CA",47.2435087,-53.9635466
"Mentor, OH",41.6664781,-81.3399769
"Fallbrook, CA",33.3764196,-117.2511466
"Sheboygan, WI",43.7128967,-87.9370433
"Galveston, TX",29.3872254,-94.992736
"Highland, CA",34.11213,-117.1807973
"East Lansing, MI",42.7320307,-84.4721678
"Fuquay Varina, NC",35.5843849,-78.7998691
"Draper, UT",40.5247777,-111.8627989
"Sicklerville, NJ",39.7173375,-74.9693329
"Normal, IL",40.5092961,-88.9843937
"Plymouth, MA",41.9426657,-70.7618592
"Beaufort, SC",32.3850708,-80.6923169
"Ballwin, MO",38.5961694,-90.5387318
"Lake Stevens, WA",48.0197794,-122.0660914
"Kannapolis, NC",35.4874708,-80.621438
"Prescott Valley, AZ",34.5950776,-112.3338634
"Lake City, FL",30.1894252,-82.6394803
"Morgan Hill, CA",37.130408,-121.6544974
"Roseburg, OR",43.216505,-123.3417381
"Granbury, TX",32.4426759,-97.7870525
"Kyle, TX",29.9892816,-97.877174
"Forney, TX",32.747893,-96.4719289
"Boerne, TX",29.7946641,-98.7319703
"Frankfort, KY",38.2009055,-84.8732836
"Enid, OK",36.3967623,-97.8791341
"Lockport, NY",43.1687104,-78.696567
"Cypress, CA",33.8248235,-118.0399368
"Stratford, CT",41.1947276,-73.1307708
"Fort Washington, MD",38.738019,-77.0020756
"Diamond Bar, CA",34.0286226,-117.8103367
"Greenwood, SC",34.1489805,-82.112882
"Sherman, TX",36.2452294,-101.8858689
"Pinellas Park, FL",27.8428025,-82.6995444
"Aliso Viejo, CA",33.5761376,-117.7258122
"East Hartford, CT",41.7549041,-72.60559935
"Issaquah, WA",47.5348778,-122.043297
"Longview, WA",46.1377048,-122.934462
"Grapevine, TX",32.9337381,-97.0788754
"Belleville, IL",38.5135805,-89.9841627
"Milwaukie, OR",45.4440051,-122.6412523
"Seguin, TX",29.5688411,-97.9647269
"Wentzville, MO",38.8244136,-90.8683119
"Brea, CA",33.9170444,-117.888855
"Hammond, LA",30.5043583,-90.4611995
"Quincy, IL",39.9356016,-91.4098727
"Windermere, FL",28.4944695,-81.5345547
"New Albany, IN",38.2856247,-85.8241312
"Dunwoody, GA",33.9463786,-84.3342686
"Lawrence, IN",38.8400395,-86.4880717
"Poway, CA",32.9628234,-117.035864
"Post Falls, ID",47.7110106,-116.9480877
"Sierra Vista, AZ",31.5545973,-110.2997756
"Minnetonka, MN",44.9405086,-93.4638936
"Burien, WA",47.469918,-122.3485274
"Cathedral City, CA",33.8237241,-116.4668748
"Montgomery, TX",30.301949,-95.5065944
"Salina, KS",38.8402805,-97.6114237
"Saint Louis Park, MN",44.9475726,-93.3569023
"Benton, AR",36.3456186,-94.2670404
"Georgetown, KY",38.2099837,-84.5597128
"East Stroudsburg, PA",40.9995386,-75.1812913
"Mount Vernon, WA",48.4200462,-122.32642
"Columbus, MS",33.4956744,-88.4272627
"Cerritos, CA",33.8644291,-118.0539323
"Eagle Pass, TX",28.7083999,-100.503941
"Hutchinson, KS",38.0608444,-97.9297743
"Port Richey, FL",28.2716755,-82.7195451
"Claremore, OK",36.3126005,-95.6160686
"Southaven, MS",34.9873822,-90.0034862
"Starkville, MS",33.4638745,-88.8152074
"Shakopee, MN",44.7980186,-93.5268986
"Redford, MI",44.6083776,-73.8043096
"Gig Harbor, WA",47.3259697,-122.5878659
"Portage, MI",41.1496775,-81.2082
"East Brunswick, NJ",40.4278841,-74.415984
"Kaneohe, HI",21.4055,-157.7960716
"Liverpool, NY",43.106456,-76.217705
"Cedar Hill, TX",32.5888072,-96.9553675
"La Mirada, CA",33.9060971,-118.0107092
"Sun City, AZ",33.6290111,-112.281933
"Coral Gables, FL",25.7331105,-80.2585107
"Bedford, TX",32.844017,-97.1430671
"Murray, UT",40.6667841,-111.888417
"Logan, UT",41.7313063,-111.834914
"West Orange, NJ",40.7987113,-74.2390353
"Cleburne, TX",32.3474463,-97.3865494
"Prattville, AL",32.4600136,-86.4753174
"Barnstable, MA",41.7016936,-70.3036163
"Desert Hot Springs, CA",33.961124,-116.5016784
"Everett, MA",42.4087228,-71.0539939
"Bloomfield Hills, MI",42.583645,-83.2454883
"Downingtown, PA",40.0064958,-75.7032742
"Hoffman Estates, IL",42.0427256,-88.0792782
"Wauwatosa, WI",43.0494122,-88.0079271
"Martinez, CA",38.0138934,-122.1338674
"Grass Valley, CA",39.2190607,-121.06292
"Wasilla, AK",61.5824216,-149.442563
"Chester, VA",37.3562229,-77.4460583
"Washington, PA",40.1943798,-80.2541251
"Milford, CT",41.2223781,-73.059912
"Palmetto, FL",27.5214269,-82.5723193
"Newark, CA",37.5296593,-122.0402399
"Rexburg, ID",43.8235163,-111.787022
"Haines City, FL",28.1067315,-81.6287423
"Spring Hill, TN",35.751179,-86.9300023
"Weslaco, TX",26.1594305,-97.9907362
"Roseville, MI",38.7521235,-121.2880059
"Clarkston, MI",42.735863,-83.4188304
"Doylestown, PA",40.3100446,-75.1304588
"Texas City, TX",29.396013,-94.9175485
"Elmhurst, IL",41.8994745,-87.9403418
"Middletown, CT",41.577316350000004,-72.67979517
"Antelope, CA",38.7082357,-121.3299513
"Parkersburg, WV",39.2667309,-81.5620755
"Beavercreek, OH",39.7092262,-84.0632685
"Lakewood, OH",41.4819932,-81.7981908
"Mandeville, LA",30.3582305,-90.0657477
